"";"record_id";"other_titles";"publisher";"country_of_publication";"main_topic";"data_type";"related_resources";"holdings";"holdings_begin";"holdings_end";"issn";"arabic_abstract";"english_abstract";"french_abstract";"canonical";"title"
"1006";"BIM-8450";"AL-Basaer : a Refereed Scientific Journal Issued by University of Petra (Private University)‎البصائر : مجلة علمية محكمة تصدر عن جامعة البترا الخاصة.";"جامعة البترا الخاصة";"Jordan";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;20;1996-09-30;2008-03-31;"1605-9522";"مجلة علمية محكمة تصدر عن جامعة البترا الخاصة. تنشر أبحاثها في مجال العلوم الإجتماعية و العلوم الإنسانية.";NA;NA;"https://search.emarefa.net/detail/BIM-8450";" البصائر"
"1007";"BIM-845826";"The Arab Journal of Educational and Psychological Sciences";"The Arab Institution for Education Science and Art";"Egypt";"EducationPsychology";"Journals";NA;11;2017-10-31;2019-07-31;"2537-0464";NA;NA;NA;"https://search.emarefa.net/detail/BIM-845826";" المجلة العربية للعلوم التربوية و النفسية"
"1008";"BIM-846218";"The Arab Journal of Child Information and Culture";"The Arab Institution for Education Science and Art";"Egypt";"Media and CommunicationSociology";"Journals";NA;7;2018-01-31;2019-04-30;"2537-0812";NA;NA;NA;"https://search.emarefa.net/detail/BIM-846218";" المجلة العربية للإعلام و ثقافة الطفل"
"1009";"BIM-846271";"The Arab Journal of Arts and Humanities";"The Arab Institution for Education Science and Art";"Egypt";"Education";"Journals";NA;8;2017-10-31;2019-04-30;"2537-0421";NA;NA;NA;"https://search.emarefa.net/detail/BIM-846271";" المجلة العربية للآداب و الدراسات الإنسانية"
"1010";"BIM-846482";"The Arab Journal Medad";"The Arab Institution for Education Science and Art";"Egypt";"EducationLiterature";"Journals";NA;6;2017-10-31;2019-04-30;"2537-0847";NA;NA;NA;"https://search.emarefa.net/detail/BIM-846482";" المجلة العربية مداد"
"1011";"BIM-846539";"The Arab Journal of Disability and Talent Sciences";"The Arab Institution for Education Science and Art";"Egypt";"EducationPsychologySociology";"Journals";NA;8;2017-10-31;2019-07-31;"2537-0480";NA;NA;NA;"https://search.emarefa.net/detail/BIM-846539";" المجلة العربية لعلوم الإعاقة و الموهبة"
"1012";"BIM-8471";"Journal of the Association of Arab Universities";"Association of Arab Universities General Secretariat";"Jordan";"Social Sciences (Multidisciplinary)Education";"Journals";NA;22;2004-07-31;2012-12-31;"1680-6549";"مجلة علمية محكمة تعنى بقضايا التعليم العالي و الجامعي في الوطن العربي تصدر عن اتحاد الجامعات العربية، الأمانة العامة. تنشر أبحاثها في مجال العلوم الإجتماعية و العلوم الإنسانية";NA;NA;"https://search.emarefa.net/detail/BIM-8471";" مجلة اتحاد الجامعات العربية"
"1013";"BIM-849855";"Journal of Public Relations Research Middle East";"Egyptian Public Relations Association";"Egypt";"Social Sciences (Multidisciplinary)Media and Communication";"Journals";NA;20;2015-03-31;2019-12-31;"2314-8721";"مجلة بحوث العلاقات العامة دورية علمية محكمة بإشراف علمي من الجمعية المصرية للعلاقات العامة، تنشر الأبحاث باللغات العربية و الإنجليزية و الفرنسية.";NA;NA;"https://search.emarefa.net/detail/BIM-849855";" مجلة بحوث العلاقات العامة الشرق الأوسط"
"1014";"BIM-85000";"Middle East AffairsShu‘un Al-Awsat";"Center for Strategic Studies and Researches and Documentation";"Lebanon";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)Political Sciences";"Journals";NA;133;1991-04-30;2018-10-31;"1018-9408";"مجلة متخصصة محكمة تصدر عن مركز الدراسات الاستراتيجية و البحوث و التوثيق تعنى بالاستراتيجيات الإقليمية، تنشر الأبحاث في مجال العلوم السياسية.";NA;NA;"https://search.emarefa.net/detail/BIM-85000";" شؤون الأوسط"
"1015";"BIM-853361";"Journal des Études Financières Comptables et ManagérialesJournal of Financial, Accounting and Managerial Studies";"Université Larbi Ben M'hidi Oum El Bouaghi Laboratoire COFIFAS";"Algeria";"Economics & Business Administration";"Journals";NA;14;2014-06-30;2019-12-31;NA;"مجلة علمية دولية محكمة سداسية، تهتم بنشر الأبحاث والدراسات في ميدان العلوم الاقتصادية والعلوم التجارية وعلوم التسيير تصدر عن جامعة العربي بن مهدي بأم البواقي، مخبر المحاسبة المالية الجباية و التأمين.";NA;NA;"https://search.emarefa.net/detail/BIM-853361";" مجلة الدراسات المالية، المحاسبية و الإدارية"
"1016";"BIM-853656";"Mogadishu University Journal : Scientific Refereed Journal";"Mogadishu University";"Somalia";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;4;2015-09-30;2018-12-31;"2519-9781";NA;NA;NA;"https://search.emarefa.net/detail/BIM-853656";" مجلة جامعة مقديشو العملية"
"1017";"BIM-853809";"Innovation creativity";"Université Blida 2-Lounici Ali Laboratoire RICOI";"Algeria";"Economics & Business Administration";"Journals";NA;5;2014-12-31;2018-12-31;"2352-9563";"مجلة الإبداع هي مجلة سنوية، محكمة، و هي مجلة أكاديمية مجانية يصدرها مخبر الإبداع و تغير المنظمات المؤسسات بجامعة البليدة 2-الجزائر، تركز المجلة منشوراتها في مجالات الاقتصاد و الإدارة و المالية و المحاسبة و الأبحاث المتعلقة بالمجالات الاقتصادية و التجارية و الإدارية، تحتوي المجلة على بحوث باللغة العربية و اللغة الإنجليزية و الفرنسية.";NA;NA;"https://search.emarefa.net/detail/BIM-853809";" مجلة الإبداع"
"1018";"BIM-853916";"Revue Administration et Développement Pour les Recherches et les étudesJournal Management and Development Research and Studies";"Université Blida 2-Lounici Ali Laboratoire de Gestion Des Collectivés Locales et Lurs Rôles Dans La Réalisation de Développement";"Algeria";"Economics & Business Administration";"Journals";NA;10;2014-12-31;2019-06-30;"2335-1373";"مجلة علمية محكمة تصدر عن جامعة البليدة 2-لونيسي علي، مخبر تسيير الجماعات المحلية ودورها في تحقيق التنمية، تنشر الأبحاث ﻭﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻟﻌﻠﻤﻴﺔ ﺫﺍﺕ ﺍﻟﺼﻠﺔ ﺑﺎﻟﻌﻠﻮﻡ ﺍﻻﻗﺘﺼﺎﺩﻳﺔ، ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﺠﺎﺭﻳﺔ ﻭﻋﻠﻮﻡ ﺍﻟﺘﺴﻴر";NA;NA;"https://search.emarefa.net/detail/BIM-853916";" مجلة الإدارة و التنمية للبحوث و الدراسات"
"1019";"BIM-854136";"Development and Human Resources Management Review : reseaches and studiesRevue de développement et gestion des ressources humaines : recherches et études";"Blida 2 University-Lounici Ali The Laboratory of Organizational Development and Human Resources Management";"Algeria";"Business AdministrationEconomy";"Journals";NA;13;2015-03-31;2019-12-31;"0657-2437";"مجلة دولية علمية دورية محكمة تصدر عن جامعة البليدة 2-لونيسي علي، مخبر التنمية التنظيمية و إدارة الموارد البشرية، باللغة العربية، الفرنسية و الإنجليزية.";NA;NA;"https://search.emarefa.net/detail/BIM-854136";" مجلة التنمية و إدارة الموارد البشرية"
"1020";"BIM-854211";NA;"Université de Blida 2-Lounici Ali Laboratoire de Enfance et Éducation Préscolaire";"Algeria";"PsychologySociology";"Journals";NA;12;2014-01-31;2017-03-31;"2335-156X";"مجلة علمية دورية محكمة تصدر عن جامعة البليدة 2-لونيسي علي، مخبر الطفولة و التربية ما قبل التمدرس، تحتوي المجلة على بحوث باللغة العربية و اللغة الإنجليزية و الفرنسية.";NA;NA;"https://search.emarefa.net/detail/BIM-854211";" المجلة الجزائرية للطفولة والتربية"
"1021";"BIM-854683";"Revue Nour des Études ÉconomiquesNoor Review for Economic Studies";"Centre universitaire Nour El Bachir";"Algeria";"Economics & Business Administration";"Journals";NA;7;2015-12-31;2018-12-31;"2477-4329";"مجلة نور للدراسات الاقتصادية هي مجلة علمية محكمة نصف سنوية، متخصصة في العلوم الاقتصادية و التجارية و علوم التسيير، تصدر عن مركز الجامعي نور البشير بولاية البيض- الجمهورية الجزائرية، إن مجلة نور للدراسات الاقتصادية هي منبر لأساتذة الجامعات لنشر بحوثهم و آرائهم و للمهنيين و خبراء الاقتصاد ليطرحوا نتائج خبراتهم و ما يرونه مناسبا للنقاش و الطرح على طاولة البحث العلمي لإتاحته للباحثين، فنحن نتشرف بخدمتهم لتحقيق الأهداف المرسومة، كما نقبل النصح و المشورة، و نعتز بأي نقد يصلنا طالما أنها وسيلة تحقيق غاية المجلة. ";NA;NA;"https://search.emarefa.net/detail/BIM-854683";" مجلة نور للدراسات الاقتصادية"
"1022";"BIM-854940";"Economic Researcher Review : A Specialized International, double-blind Peer-Reviewed Journalالباحث الاقتصادي مجلة علمية دولية سداسية متخصصة في الاقتصاد و العلوم الإدارية";"University of 20 August 1955 Skikda Faculty of Economic Commerce and Management Sciences";"Algeria";"EconomyCommerce";"Journals";NA;11;2015-06-30;2019-12-31;"2335-1748";"مجلة دولية محكمة متخصصة ، تصدر عن كلية العلوم الاقتصادية و التجارية و علوم التسيير بجامعة 20 أوت 1955 -سكيكدة-الجزائر، تعنى بنشر البحوث و الدراسات التي تشمل جميع تخصصات الاقتصاد و العلوم الإدارية باللغات : العربية و الفرنسية و الإنجليزية.";NA;NA;"https://search.emarefa.net/detail/BIM-854940";" مجلة الباحث الاقتصادي"
"1023";"BIM-855087";"Revue de I'nstitut des Scienses Économiques : Revue des Sciences Économiques de Gestion et de CommerceJournal of the Economic Sciences Institute : Journal of Economics, Management and Trade Sciencesمجلة معهد العلوم الاقتصادية : مجلة علوم الاقتصاد و التسيير و التجارةمجلة علوم الاقتصاد و التسيير و التجارةRevue de I'nstitut des Scienses Économiques";"Université d'Alger 3 Brahim Soltane Chaibout Faculté des sciences économiques de Gestion et de Commerce";"Algeria";"Social Sciences (Multidisciplinary)Economics & Business Administration";"Journals";NA;7;2015-06-30;2018-12-31;"1112-2382";"مجلة علمية دولية محكمة متخصصة، تصدر عن كلية العلوم الاقتصادية والعلوم التجارية وعلوم التسيير جامعة إبراهيم سلطان شيبوط-الجزائر 3";NA;NA;"https://search.emarefa.net/detail/BIM-855087";" مجلة معهد العلوم الاقتصادية"
"1024";"BIM-855120";"Revue Etudes Fiscales";"Université Blida 2-Lounici Ali Faculté des Sciences économiques commerciales et de Gestion Défis du système fiscal algérien en relation avec les changements économiques";"Algeria";"Law";"Journals";NA;10;2014-06-30;2019-06-30;"2335-1985";"دورية علمية دولية محكمة متخصصة تصدر عن جامعة البليدة 2-لونيسي علي، كلية العلوم الاقتصادية و التجارية و علوم التسيير، مخبر تحديات النظام الضريبي الجزائري في ظل التحولات الاقتصادية";NA;NA;"https://search.emarefa.net/detail/BIM-855120";" مجلة دراسات جبائية"
"1025";"BIM-855360";"Strategy and Development ReviewRevue Stratégie et Développement";"Université Abdelhamid Ibn Badis-Mostaganem Faculté des Sciences Economiques Commerciales et des Sciences de Gestion";"Algeria";"Economics & Business Administration";"Journals";NA;16;2014-01-31;2019-07-31;"2170-0982";"مجلة علمية دولية محكمة، نصف سنوية، تصدر عن جامعة عبد الحميد بن باديس .مستغانم، -كلية العلوم الاقتصادية التجارية وعلوم التيسير، تحتوي المجلة على بحوث باللغة العربية و اللغة الإنجليزية.";NA;NA;"https://search.emarefa.net/detail/BIM-855360";" مجلة الاستراتيجية و التنمية"
"1026";"BIM-855544";"International Journal of Social Communication";"Université Abdelhamid Ibn Badis-Mostaganem Faculté des Sciences Sociales Laboratoire en Sciences de l'information et de la Communication";"Algeria";"Social Sciences (Multidisciplinary)Media and Communication";"Journals";NA;13;2014-03-31;2019-12-31;"2437-1181";"مجلة أكاديمية دولية محكمة متخصصة في دراسات الإعلام و الاتصال و الدراسات الاجتماعية تصدر في الجزائر بمعدل مجلد واحد في السنة، موزع على 4 أعداد.";NA;NA;"https://search.emarefa.net/detail/BIM-855544";" المجلة الدولية للاتصال الاجتماعي"
"1027";"BIM-855733";"Logos";"University of Abou Bekr Belkaid Tlemcen Faculty of Humanities and Social Sciences Laboratory Phenomenology And Its Applications";"Algeria";"Human Sciences (Multidisciplinary)Philosophy";"Journals";NA;4;2015-09-30;2018-12-31;"2070-1474";"مجلة 'لوغوس' مجلة فلسفية سداسية ، تعنى بقضايا الفكر و الإبداع العلميين، ظهرت في عددها التجريبي سنة 2011 بمبادرة من الأستاذ : بودومة عبد القادر، مدير مختبر الفينومينولوجيا و تطبيقاتها–سابقا-و تعتبر مجلة 'لوغوس' المكتوب الأكاديمي و العلمي الوحيد المنفتح على الاهتمامات و الغايات الأساسية للمختبر، يشرف على تسييرها العلمي هيئة علمية مشكلة من أساتذة من داخل و خارج جامعاتنا الوطنية، من أهم الأفكار التي تجمعهم هي أن تكون 'لوغوس'ملتقى الأسئلة الفكرية التي يطرحها باستمرار راهننا، بالإضافة إلى كونها تريد أن تكون فضاءا مفتوحا على المبادرات العلمية الجادة و المهتمة على وجه الخصوص بالبحث الفلسفي و قضايا علوم الإنسان عموما.";NA;NA;"https://search.emarefa.net/detail/BIM-855733";" لوغوس"
"1028";"BIM-855761";"الفكر المتوسطيMediterranean ThoughtPensée MéditerranéennePensée Méditerranéenne, Revue des Recherches et les études sur le dialogue des religions et des civilisations";"Université Abou Bekr Belkaid Tlemcen Faculté des Sciences Humaines et des Sciences Sociales Laboratoire de Dialogue des Religions et des Civilisations Dans le Bassin Méditerranéen";"Algeria";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;4;2016-06-30;2019-05-31;"1543-2335";"مجلة محكمة تصدر عن جامعة أبو بكر بلقايد تلمسان، كلية العلوم الإنسانية و العلوم الاجتماعية، مختبر حوار الأديان و الحضارات في حوض البحر المتوسط";NA;NA;"https://search.emarefa.net/detail/BIM-855761";" مجلة الفكر المتوسطي للبحوث و الدراسات في حوار الديانات و الحضارات"
"1029";"BIM-855911";"Revue Scientifique Avenir Économiqueمجلة المستقبل الاقتصادي";"Université M'Hamed Bougara Boumerdès Faculté des Sciences Economiques Commerciales et des Sciences de Gestion Laboratoirc de Recherche sur l’Avenir de l’Economie Algerienne Hors les Hydrocarbures";"Algeria";"Economics & Business Administration";"Journals";NA;4;2015-12-31;2018-12-31;NA;"المجلة العلمية المستقبل الاقتصادي مجلة مفتوحة تصدر عن مخبر مستقبل الاقتصاد الجزائري خارج المحروقات جامعــــة امحمد بوقرة- بومرداس و هي مفتوحة بالدرجة الأولى لأعضاء المخبر،الإضافة إلى جميع الباحثين داخل الجزائر وخارجها . و تهتم بمجال العلوم الاقتصادية التجارية و علوم التسيير.";NA;NA;"https://search.emarefa.net/detail/BIM-855911";" المجلة العلمية المستقبل الاقتصادي"
"1030";"BIM-855977";NA;"Ahmed Draia University Adrar Laboratory of African Studies of Human and Social Sciences";"Algeria";"Social Sciences (Multidisciplinary)";"Journals";NA;7;2016-06-30;2019-06-30;"1112-5144";"مجـلة دورية دولية أكاديمية محكمة تعنى بالدراسات الإفريقية في العلوم الإنسانية والاجتماعية تصدر عن جامعة أحمد دراية أدرار، مخبر الدراسات الإفريقية للعلوم الإنسانية و العلوم الاجتماعية.";NA;NA;"https://search.emarefa.net/detail/BIM-855977";" الحوار الفكري"
"1031";"BIM-856186";"ألف : اللغة، و الإعلام و المجتمعمجلة أليف : اللغة و الإعلام و المجتمع";"Université d'Alger 2 Abo El Kacem Saadallah Faculté de Langue et Littératures Arabes et des Langues Orientales";"Algeria";"Human Sciences (Multidisciplinary)Media and Communication";"Journals";NA;6;2015-06-30;2017-12-31;"2437-0274";NA;NA;"Revue semestrielle publiée avec le concours de la faculté de langue et lettres arabes et des langues orientales de l’université Alger 2, Aleph. Langues, Médias & sociétés est une revue scientifique internationale.";"https://search.emarefa.net/detail/BIM-856186";" Aleph : Langues, Médias et Sociétés"
"1032";"BIM-856283";"Journal of Human Resources DevelopmentReview of Human Resources DevelopmentRevue Développement des Ressources HumainesHuman Resources Development Journalمجلة وحدة البحث في تنمية الموارد البشرية";"Mohamed Lamine Dabaghine Setif 2 University Unite Development of Human Resources DRH";"Algeria";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)Economics & Business Administration";"Journals";NA;12;2014-12-31;2019-05-31;"1112-5004";"مجلة علمية دورية محكمة نصف سنوية، تصدر عن وحدة بحث تنمية الموارد البشرية بجامعة محمد لمين دباغين سطيف2، تعني بنشر البحوث و الدراسات الأصيلة المتعلقة بالتنمية البشرية، تحتوي المجلة على بحوث باللغة العربية و اللغة الإنجليزية.";NA;NA;"https://search.emarefa.net/detail/BIM-856283";" مجلة تنمية الموارد البشرية"
"1033";"BIM-856321";"Le DefiThe Challengeمجلة التحدي";"Université Larbi Ben M'hidi Oum el-Bouaghi Institut des Sciences et Techniques des Activités Physiques et Sportives";"Algeria";"Sports";"Journals";NA;11;2015-06-30;2020-06-30;"1112-9859";"مجلة علمية رياضية تسعى الى تطوير ثقافة علوم و تقنيات النشاطات البدنية و الرياضية و تعزيز البحث العلمي في الميدان تصدر عن جامعة العربي بن مهيدي بأم البواقي، معهد علوم و تقنيات النشاطات البدنية و الرياضية.";NA;NA;"https://search.emarefa.net/detail/BIM-856321";" التحدي"
"1034";"BIM-856462";"Abaad";"Université d'Oran 2 Mohamed Ben Ahmed Dimensions et valeurs des transformations idéologiques et politiques en Algérie";"Algeria";"Human Sciences (Multidisciplinary)";"Journals";NA;9;2014-01-31;2019-12-31;NA;"مجلة أبعاد، مجلة دورية محكمة يصدرها مختبر الأبعاد القيمية للتحولات الفكرية و السياسية بالجزائر-جامعة وهران 2. تعنى مجلة أبعاد بقضايا العلوم الاجتماعية و الإنسانية. تهدف هيئة التحرير، إلى : تحديد المعالم الفكرية و البحثية للقضايا المشتغل عليها بكيفية تدعو إلى العمق و البحث الجاد لاسيما في القضايا الراهنة ؛ فتح المجال للنخب الجامعية من داخل و خارج الوطن للمشاركة في تأسيس البحث العلمي الراقي و تعزيز مكانته في الوسط الأكاديمي ؛ الاشتغال على القضايا الراهنة ذات البعد الاجتماعي و الإنساني، مع إمكانية تخصيص أعداد خاصة حسب متطلبات البحث ؛ الدعوة إلى توسيع مقروئية المجلة، و هذا باعتماد التنوع اللغوي في تناول المواضيع باللغة العربية، و كذا اللغات الأجنبية : الفرنسية–الإنجليزية–الألمانية... نشر الأبحاث الجادة و المتميّزة في الطرح و المعالجة ؛ خلق فضاء للكتابة و نشر أعمال طلبة الدكتوراه، و هذا وفق الشروط العلمية المنصوص عليها.";NA;NA;"https://search.emarefa.net/detail/BIM-856462";" أبعاد"
"1035";"BIM-856758";"Dirassat : Revue InternationaleDirassat Journal";"University of Amar Thligi Laghouat";"Algeria";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)Economics & Business Administration";"Journals";NA;50;2015-01-31;2019-11-30;"1112-4652";"مجلة دورية دولية محكمة تصدر عن جامعة عمار ثليجي الأغواط، كلية العلوم الاقتصادية و التجارية و علوم التسيير";NA;NA;"https://search.emarefa.net/detail/BIM-856758";" دراسات"
"1036";"BIM-857539";"Revue d’etudes Juridiques : Revue Internationale Académique et Scientifique Publiée Semestriellement ParJournal of Legal Studies : International Academic and Scientific Review Published Semi-Annually";"Université Yahia Farés de Médéa Faculté de Droit et Sciences Politiques Laboratoire de Souveraineté et Modilisation";"Algeria";"Law";"Journals";NA;11;2015-06-30;2020-01-31;"2437-0304";"مجلة علمية دولية أكاديمية سداسية محكمة تصدر عن مخبر السيادة و العولمة بجامعة يحيى فارس بالمدية، هدف المجلة عرض مجموعة من المقالات و البحوث الأكاديمية و الدراسات القانونية المقدمة من السادة الأساتذة، و الباحثين";NA;NA;"https://search.emarefa.net/detail/BIM-857539";" مجلة الدراسات القانونية"
"1037";"BIM-858320";"IUG Journal of Sharia and Law Studies";"The Islamic University-Gaza Deanship of Research and Graduate Affairs";"Palestine (Gaza Strip)";"LawIslamic Studies";"Journals";NA;7;2018-01-31;2020-01-31;"2616-2148";"مجلة علمية محكمة ربع سنوية، بإدارة هيئة تحرير مهنية مستقلة، و بإشراف كامل من عمادة البحث العلمي و الدراسات العليا بالجامعة الإسلامية بغزة. تعمل المجلة على نشر البحوث العلمية الأصيلة الدراسات الشرعية و القانونية باللغتين العربية و الإنجليزية من نتاج الباحثين في داخل الجامعة الإسلامية و خارجها والتي لم يسبق نشرها من قبل.";NA;NA;"https://search.emarefa.net/detail/BIM-858320";" مجلة الجامعة الإسلامية للدراسات الشرعية و القانونية"
"1038";"BIM-865662";"Journal of Economic Studies and Research in Renewable Energies";"Université Batna 1 Hadj Lakhdar Faculté des Sciences Economiques Commerciales et des Sciences de Gestion Laboratorie Des Énergies Renouvelables et Stratégies de Financement des Zones Éloignée";"Algeria";"Economics & Business Administration";"Journals";NA;10;2015-06-30;2020-03-31;"2392-5353";"مجلة دولية علمية محكمة تصدر بصفة دورية كل ستة أشهر، تتكون من هيئة تحرير ولجنة علمية لانتقاء البحوث العلمية التي تتسم بالحداثة، تم إصدار أول عدد سنة 2014";NA;NA;"https://search.emarefa.net/detail/BIM-865662";" مجلة دراسات و أبحاث اقتصادية في الطاقات المتجددة"
"1039";"BIM-869603";"Journal of Research in Finance and AccountingRevue des Recherches en Sciences Financieres et Comptables";"Mohamed Boudiaf-Masila University Faculty of Economic Commercial and Management Sciences";"Algeria";"Banking and Financial SciencesAccounting";"Journals";NA;8;2016-06-30;2019-12-31;"2543-3725";"مجلة علمية سداسية محكمه تصدر عن كلية العلوم الاقتصادية و التجارية و علوم التسيير، جامعة محمد بوضياف المسيلة، تحتوي على أبحاث باللغة العربية و الإنجليزية و الفرنسية.";NA;NA;"https://search.emarefa.net/detail/BIM-869603";" مجلة البحوث في العلوم المالية و المحاسبية"
"1040";"BIM-869933";"Arab Journal of Media Studies";"Arab Center for Research and Media Studies";"Palestine (Gaza Strip)";"Media and Communication";"Journals";NA;4;2019-04-30;2019-11-30;NA;"مجلة علمية محكمة دورية (ربع سنوية) تصدر عن المركز العربي للأبحاث و الدراسات الاعلامية في دولة فلسطين تقدم الأبحاث باللغتين العربية و الإنجليزية تنشر المجلة الأبحاث في المجالات الإعلامية المختلفة.";NA;NA;"https://search.emarefa.net/detail/BIM-869933";" مجلة العربي للدراسات الإعلامية"
"1041";"BIM-877748";"Administrative and Financial Sciences Review";"University of Eloued Faculty of Economics Commercial and Management Sciences";"Algeria";"Social Sciences (Multidisciplinary)Banking and Financial Sciences";"Journals";NA;5;2017-12-31;2019-12-31;"2602-6139";"مجلة أكاديمية علمية نصف سنوية محكمة و دولية، تصدر عن كلية العلوم الاقتصادية و التجارية و علوم التسيير بجامعة الوادي-الجزائر، تعنى المجلة بنشر الأبحاث و الدراسات المتعلقة بالعلوم المالية و الإدارية باللغات الثلاث : العربية و الفرنسية و الإنجليزية.";NA;NA;"https://search.emarefa.net/detail/BIM-877748";" مجلة العلوم الإدارية و المالية"
"1042";"BIM-879850";"Algerian Review of Security and Developement";"Université Batna 1 Hadj Lakhdar Uniteet Diversite des Implications de la Securite Dans la Region Mediterraneenne";"Algeria";"Social Sciences (Multidisciplinary)Business AdministrationLawPolitical Sciences";"Journals";NA;14;2011-07-31;2019-01-31;"2170-1903";"مجلة دورية دولية محكمة، نصف سنوية تعني في الدراسات الأمنية و التنموية و العلوم السياسية و العلوم القانونية و الإدارية تصدر عن مخبر البحث: الأمن في منطقة المتوسط-جامعة باتنة، تحتوي المجلة على بحوث باللغة العربية و اللغة الإنجليزية و الفرنسية.";NA;NA;"https://search.emarefa.net/detail/BIM-879850";" المجلة الجزائرية للأمن و التنمية"
"1043";"BIM-880439";"Journal of Excellence for Economics and Management ResearchJournal d'Excellence pour la Recherche en Economie et en Gestion";"University of Laghouat Faculty of Economics Commercial and Management Sciences";"Algeria";"Business AdministrationEconomy";"Journals";NA;6;2017-06-30;2020-01-31;NA;"مجلة علمية دولية متخصصة محكمة دورية، تصدر عن كلية العلوم الاقتصادية و التجارية و علوم التسيير، جامعة عمار ثليجي بالأغواط، تصدر باللغات العربية و الإنجليزية و الفرنسية.";NA;NA;"https://search.emarefa.net/detail/BIM-880439";" مجلة الامتياز لبحوث الاقتصاد و الإدارة"
"1044";"BIM-880444";"Journal of Economics, Administrative and legal Sciences";"National Research Center";"Palestine (Gaza Strip)";"Business AdministrationEconomyLaw";"Journals";NA;33;2017-03-31;2019-08-31;"2522-3372";NA;NA;NA;"https://search.emarefa.net/detail/BIM-880444";" مجلة العلوم الاقتصادية و الإدارية و القانونية :"
"1045";"BIM-880459";"Global Journal of Economics and Business";"Refaad Center for Studies and Research";"Jordan";"Economics & Business AdministrationBanking and Financial SciencesIslamic Studies";"Journals";NA;22;2016-04-30;2020-04-30;"2519-9285";"المجلة العالمية للاقتصاد و الأعمال هي مجلة أكاديمية دولية مفهرسة و محكمة تعنى بالدراسات الاقتصادية و الادارية و المحاسبية و الاحصائية و التمويل الإسلامي، تصدر في ستة اعداد سنوياً عن مركز رفاد للدراسات و الأبحاث. تهدف المجلة العالمية للاقتصاد و الأعمال الى تشجيع و تنشيط حركة البحث العلمي، حيث توفر للباحثين فرصة مهمة لتقييم بحوثهم من خلال شروط التحكيم العلمي التي تخضع لها البحوث المنشورة، و عرض بحوثهم من أجل التواصل العلمي في إنتاجها و توظيف النتائج في خدمة حركة البحث العلمي. و المجلة تهتم بالبحوث المتعلقة بالدراسات التطبيقية و الميدانية و تقييم الأساليب و المفاهيم المعرفية و الدراسات المقارنة و دراسة الحالة بالإضافة الى بناء النماذج و الأطر النظرية، فضلاً عن نشر اعمال المؤتمرات و الندوات ذات الصلة و التي ينظمها مركز رفاد للدراسات و الأبحاث.";NA;NA;"https://search.emarefa.net/detail/BIM-880459";" المجلة العالمية للاقتصاد و الأعمال"
"1046";"BIM-880464";"Journal of Legal and Social SciencesRevue des Sciences Juridiques et Sociales";"Université Ziane Achour de Djelfa Faculté de Droit et des Sciences Politiques";"Algeria";"Law";"Journals";NA;14;2016-03-31;2019-09-30;"2507-7333";"مجلة العلوم القانونية و الاجتماعية هي مجلة علمية و دولية ومحكمة و هادفة، تنشر بجامعة زيان عاشور جامعة الجلفة، الجزائر. و تابعة لكلية الحقوق و العلوم السياسية، دورية و فصلية تصدر كل ثلاثة أشهر، تنشر البحوث و الدراسات الأصيلة التي تتعلق بـ : التخصصات الاجتماعية و القانونية و الإدارية و السياسية . باللغة الإنجليزية و اللغة العربية و الفرنسية. و الأعمال و التقارير العلمية عن المؤتمرات و الملتقيات العلمية و الأيام الدراسية و الرسائل العلمية ذات العلاقة بالعلوم الاجتماعية و القانونية، الدولية. فهي تهدف إلى تزويد المكتبة ببحوث و مقالات و دراسات محكمة في التخصصات المذكورة آنفا، من أجل فتح المجال للباحثين و الأساتذة و الطلبة للبحث العلمي المتميز، كذلك إنارة الطريق أمام الباحثين الآخرين للحصول على دراسات معمقة و أحيانا ميدانية لمواصلة البحث أو تدعيم بحوثهم بها. فضلا عن إمكانية الاستفادة من هذه البحوث مجتمعيا على مستوى الأفراد و المؤسسات العامة و الخاصة، لتكون حلقة الوصل بين الجامعة و المجتمع. يمكن إرسال المقالات في أي وقت لإصدار السحب (مارس و جوان وسبتمبر وديسمبر). الناشر: جامعة الجلفة";NA;NA;"https://search.emarefa.net/detail/BIM-880464";" مجلة العلوم القانونية و الاجتماعية"
